HF,HST,HY,HR,HPr5MW,HPr5MD,HPr5ML,HTHG,AF,AST,AY,AR,APr5MW,APr5MD,APr5ML,HTAG,RstDayDiff,B365HDstDrw,B365ADstDrw,FTR
0.8333333333333334,0.25,0.5,0.0,0.2,0.0,0.8,0.0,0.8333333333333334,-0.5,0.0,0.0,0.6000000000000001,0.2,0.2,0.0,0.0,-0.743100896665796,1.8104667609618104,D
-0.3333333333333333,0.0,0.0,0.0,0.6000000000000001,0.4,0.0,2.0,-0.6666666666666666,0.5,0.5,0.0,0.6000000000000001,0.0,0.4,2.0,-0.5,1.4086358492208588,-0.5524752475247525,D
0.8333333333333334,0.25,1.0,0.0,0.2,0.2,0.6000000000000001,1.0,1.5,-0.75,0.5,1.0,0.2,0.2,0.6000000000000001,1.0,0.5,0.35227277592488737,-0.2143200133276277,H
0.8333333333333334,-0.75,-1.0,0.0,0.4,0.0,0.6000000000000001,0.0,-0.6666666666666666,0.75,-1.0,0.0,0.6000000000000001,0.0,0.4,1.0,0.0,-0.5554104640027857,1.463932107496464,A
0.5,0.5,-1.0,0.0,0.4,0.6000000000000001,0.0,3.0,0.8333333333333334,-0.75,0.0,0.0,0.4,0.0,0.6000000000000001,0.0,0.5,1.6087751371115178,-0.6524045261669025,H
0.8333333333333334,-0.5,0.0,0.0,0.4,0.4,0.2,1.0,2.3333333333333335,0.0,1.0,0.0,0.6000000000000001,0.4,0.0,1.0,0.0,0.6736487849581592,-0.3182461103253183,D
0.3333333333333333,0.25,0.0,0.0,0.2,0.2,0.6000000000000001,0.0,2.1666666666666665,1.25,0.0,0.0,0.2,0.0,0.8,1.0,0.0,-0.035239836336728565,0.2997673039193322,A
0.8333333333333334,0.0,0.5,0.0,0.6000000000000001,0.0,0.4,1.0,2.1666666666666665,0.5,0.5,0.0,0.4,0.6000000000000001,0.0,0.0,-0.5,-0.02498098038993014,0.49602497195532347,A
1.5,-0.25,1.0,0.0,0.4,0.2,0.4,1.0,0.6666666666666666,-0.5,0.0,0.0,0.2,0.2,0.6000000000000001,0.0,0.0,0.06894750587620786,0.12729844413012725,H
-0.16666666666666666,-0.25,-0.5,0.0,0.2,0.2,0.6000000000000001,0.0,1.0,-0.75,0.0,0.0,0.2,0.2,0.6000000000000001,0.0,0.0,-0.33554452859754497,0.6975954738330973,D
2.0,-0.25,0.5,0.0,0.6000000000000001,0.0,0.4,1.0,0.8333333333333334,0.0,1.5,0.0,0.4,0.4,0.2,2.0,0.0,-0.5561765474014102,1.3009280022078864,D
1.3333333333333333,-1.0,1.0,0.0,0.0,0.2,0.8,0.0,0.3333333333333333,-0.5,1.0,0.0,0.2,0.4,0.4,0.0,0.5,0.10706482619801418,0.07637906647807631,A
-0.5,0.5,-0.5,0.0,0.8,0.2,0.0,1.0,1.1666666666666667,0.0,0.0,0.0,0.6000000000000001,0.2,0.2,0.0,-0.5,0.7703394175057795,-0.4235566413784236,D
0.16666666666666666,1.0,-0.5,0.0,0.6000000000000001,0.4,0.0,0.0,0.8333333333333334,-0.75,-1.0,0.0,0.6000000000000001,0.2,0.2,0.0,-0.5,0.6736487849581592,-0.3182461103253183,D
0.6666666666666666,0.0,0.5,0.0,0.4,0.0,0.6000000000000001,0.0,1.5,-0.5,-0.5,0.0,0.2,0.4,0.4,0.0,0.5,0.06894750587620786,0.12729844413012725,A
1.5,-1.0,0.5,0.0,0.4,0.4,0.2,0.0,0.6666666666666666,0.75,-1.0,0.0,0.4,0.0,0.6000000000000001,2.0,-0.5,-0.5837555497518934,1.1456859971711453,A
1.3333333333333333,0.0,-1.0,0.0,0.2,0.0,0.8,0.0,-0.3333333333333333,2.25,-0.5,0.0,0.6000000000000001,0.4,0.0,1.0,0.5,-0.743100896665796,1.8104667609618104,A
0.3333333333333333,0.75,-0.5,0.0,0.4,0.6000000000000001,0.0,0.0,0.5,0.0,0.0,0.0,0.6000000000000001,0.2,0.2,0.0,0.5,1.4086358492208588,-0.5524752475247525,H
